August_1m,August_2m,August_3m,August_4m,December_1m,December_2m,December_3m,December_4m,August_1t,August_2t,August_3t,August_4t,December_1t,December_2t,December_3t,December_4t
454,330,428,363,541,477,409,460,4413,3205,3727,2655,5819,5421,5688,5415
568,770,584,646,707,737,1228,531,2914,2602,2376,2650,1955,2149,2507,1594
113,403,194,323,208,260,375,177,3444,3668,3359,3592,1577,2150,2234,1361
568,293,467,202,333,303,443,389,2841,2038,2703,1712,1665,1386,1674,1503
378,440,545,202,499,693,648,424,6013,6379,7085,4811,5877,6484,6616,5119
1136,1283,1247,1010,1706,2298,3105,1487,12354,10611,13408,9906,11936,9950,14053,10547
340,256,155,242,208,346,204,212,15498,12839,14170,11548,26020,26688,29253,23605
1060,1797,1247,1414,1582,1647,1638,1912,2898,3760,3230,2953,2850,2797,3138,3808
265,476,389,161,624,954,921,1310,3536,3532,4932,4145,5036,5129,5906,6453
151,183,194,202,249,346,409,318,15154,16674,13917,16841,19215,20408,24091,18745
454,440,467,687,624,867,1433,743,14207,14673,16125,14619,12489,10450,13782,11802
265,73,233,80,166,216,204,177,10608,8152,10165,6218,5947,4425,4762,5710
2235,2604,2299,2263,957,1778,2935,1133,7164,9171,8611,6943,8474,8759,11117,8393
492,366,311,282,624,997,1092,672,2334,2292,2195,2227,3076,3749,4044,3057
265,623,428,687,374,173,375,283,7800,8661,7938,8482,11020,12390,14439,12315
303,330,272,323,374,737,546,389,4268,5240,4623,4199,4356,4756,4748,3640
189,476,272,525,624,1127,546,1097,3642,3558,3409,3780,2825,3684,3818,4408
719,1137,1013,727,457,390,580,460,3891,5192,4756,4409,4320,3307,3315,3513
3144,2237,2416,2667,5662,3773,4573,4921,7540,7149,7550,7621,12255,9576,10162,10471
795,696,857,1414,1706,1734,1296,1734,3717,3433,3310,3875,3951,3987,3990,3771
1098,1100,1091,1131,749,607,1331,778,4258,3902,3388,4857,4625,3592,5737,3727
1704,1063,1169,2061,3122,5334,3481,3257,5378,5139,4850,7468,9376,14262,10947,9099
454,330,779,363,957,997,1160,814,6785,6229,6958,5774,7979,5972,9136,7336
151,293,194,242,166,260,307,424,891,1410,897,1231,1648,1819,2047,2484
795,623,545,202,957,1734,1331,1274,2882,2494,2435,1924,3139,3987,3802,3590
871,660,857,525,457,650,648,318,4313,3907,5072,3674,3816,4818,5187,4248
568,990,701,1131,1040,607,477,743,7193,7798,6945,9053,12540,10468,11111,10776
606,476,428,565,541,650,443,601,16383,13625,13827,13159,10612,10164,10563,9405
2803,2274,1870,1859,1665,997,1808,956,23962,18642,17160,14525,17168,10611,16295,11802
644,696,545,929,1040,1040,1194,1239,2576,2600,2714,3332,3576,3034,2817,2741
378,293,155,161,416,433,443,247,9240,8152,12989,6736,6825,6994,6622,6522
1894,2457,1753,2546,4204,3729,3958,4532,6421,6808,4714,7883,10035,9254,10391,9705
227,256,77,80,291,303,477,460,2772,2821,2051,1971,2943,2594,2514,3068
303,440,350,485,208,216,204,354,21649,22010,25051,24251,20816,27105,25596,25291
189,183,350,161,416,303,273,460,2525,3396,3615,2887,1936,1715,2551,1539
568,660,701,1697,1290,1040,853,1133,4059,3773,3985,5321,3730,2344,2972,3013
4281,2824,3896,3314,5620,6288,5665,5204,6213,4345,5182,4384,7016,7631,6977,6795
227,73,272,121,541,390,477,460,1077,788,974,585,1707,1193,1603,1311
6933,5539,5572,8366,7910,6678,11467,8710,25120,25293,19973,27253,25192,18655,27368,25101
1326,1577,1208,1010,2040,1778,2150,2124,2236,2476,1850,2083,2873,2622,2882,2709
189,293,350,161,416,173,204,177,1176,1390,1419,1188,874,649,632,548
644,733,701,889,1915,1951,1501,2407,18401,18342,20041,15600,30398,25678,24617,23376
757,880,545,767,915,390,648,531,11839,12400,9092,12589,15524,15612,17064,12645
75,110,77,121,124,260,136,283,1023,696,779,787,747,932,700,1060
1136,880,740,282,1165,1214,853,1097,19596,18342,17219,14146,15139,14991,14968,15245
265,220,116,323,124,86,68,106,14733,11005,12989,11150,15612,14456,22752,15174
151,183,233,121,83,86,102,70,5612,7974,6319,7132,7569,6195,6825,6437
757,403,467,323,832,563,921,1487,3444,2279,2398,1816,2372,1950,2524,2495
151,440,389,202,416,650,409,601,3988,5368,6836,5613,4429,6570,5184,4458
2159,1724,1519,1333,1457,1214,2252,1451,65440,57471,56289,47636,91072,63911,80447,72586
1326,953,1169,727,457,650,784,566,82876,95378,89929,90942,91593,92932,112138,94421
416,733,857,1738,3538,6201,5016,9631,2688,2697,2629,4041,8366,12112,10651,16491
5304,4475,5962,7719,4538,6375,7030,6479,9338,8573,10840,13985,10856,13799,13867,12630
530,880,389,1252,541,650,750,778,12936,13140,11461,21982,27061,23233,27808,25965
1022,1650,1091,2505,2872,3339,2252,2620,13284,14739,13812,18291,17623,17857,16205,18986
492,220,311,444,541,650,784,460,6234,5240,5882,4583,5058,5122,5527,4949
757,1687,1363,1535,457,607,1058,354,2785,3341,3506,3233,3392,3035,3177,2511
492,770,584,363,249,390,409,141,5661,4938,5845,5774,8058,7228,8532,8852
1932,1724,1597,1940,2622,2255,2525,2336,10501,8493,9802,9898,11453,10204,10393,11626
378,146,77,161,208,173,273,247,1023,917,820,850,644,282,529,619
2311,2164,2571,2910,1956,3469,3412,3080,5987,7928,6462,6037,4263,5831,6062,5704
189,73,233,121,249,303,273,247,1288,1033,1230,970,1350,911,1022,1096
2614,1504,1208,1899,3705,3642,3174,3363,10670,7162,8162,7278,12434,10528,12160,9922
1780,1393,1013,1212,2123,1344,1433,1345,4131,4076,3481,3216,3853,2994,3056,3078
9509,10381,9937,6709,6702,7459,9249,7612,11872,13606,13428,9331,10344,11018,13045,10677
795,733,701,848,1082,1301,1604,1380,1630,1852,1694,1635,2061,2319,2234,2213
340,256,233,161,582,693,887,318,1948,1758,2145,2099,2762,2275,2881,1896
530,220,350,565,749,650,1058,956,5583,4585,5010,4420,5995,5004,5657,5085
644,990,545,525,666,910,750,743,26836,26769,23720,21893,47580,50596,44167,41309
113,110,77,202,416,303,170,141,511,769,389,505,791,542,461,371
757,807,662,929,374,390,477,460,9970,6897,8603,6411,8145,7506,8238,7801
719,807,506,727,624,346,716,389,5805,3861,5222,3730,8439,6938,7465,5813
151,293,233,242,291,520,546,389,3524,4076,3438,5052,4483,4863,5688,3573
492,330,233,202,1040,607,546,814,6655,5595,5845,4699,10204,7495,8150,8143
568,183,155,363,374,693,580,495,17759,15285,14170,12991,12920,11760,13186,10547
340,256,116,202,499,477,307,141,1608,1264,1113,931,1395,975,990,566
7236,6456,6780,5901,5911,4336,7269,4001,12830,10671,11396,9396,11479,8886,12753,7235
492,770,1052,646,999,737,853,743,1156,1615,2125,1616,1415,1300,1451,1487
2803,3338,3468,2667,5037,4727,6450,4603,5381,6597,6470,5675,7822,8657,9939,8278
757,1430,1130,1778,541,563,580,247,6705,6562,5067,6008,6150,4176,6172,4957
6175,6126,4871,4041,10741,8153,9590,9808,8147,8256,7069,5840,13824,10798,12048,12590
303,183,194,202,333,650,682,495,2119,3006,2347,2928,2798,3804,3074,2915
189,330,233,242,166,86,102,70,3382,2974,2657,3233,2775,1770,2925,2145
947,403,740,1091,1748,910,1467,1203,13340,12228,14518,13472,11657,11243,11555,12540
5038,4768,4091,6830,9200,8586,11774,9666,6727,6384,6180,8422,11443,10408,13441,10848
681,770,623,970,957,1214,955,956,2901,2731,3041,2664,2849,2968,2528,2303
719,366,545,646,1915,1908,1842,1982,2292,1763,1887,2141,4705,5853,5357,5136
265,256,350,282,457,823,614,849,3234,2985,2851,2916,3723,3097,3839,3482
1704,1760,2377,1899,1040,1127,2013,1274,6712,7128,8429,9177,6802,6299,8754,8016
265,330,311,242,291,433,580,247,1078,1227,1267,989,998,1084,1297,815
9016,9354,7599,10064,8035,7719,8464,8214,17373,16325,14841,16607,18056,15658,16827,17330
606,293,428,242,499,650,1023,743,11437,9171,11280,7578,11354,9709,12486,8354
871,550,545,646,499,607,580,424,20264,20380,22732,19596,38430,26398,27628,28326
378,623,350,606,707,867,921,956,2460,2941,2541,3016,2973,4190,3671,3331
151,110,116,80,124,130,136,212,2484,2974,2338,2887,2081,1885,1750,2062
454,440,428,323,707,780,784,814,5682,5434,5567,4093,8527,7228,7405,9048
530,440,584,687,957,1951,1228,1416,5959,7216,6423,7720,8326,11686,12410,10569
265,403,545,404,1082,693,443,1026,2706,2401,2997,2083,3865,2168,2478,2959
644,733,545,404,999,867,1023,920,5152,4957,4915,4645,6706,5455,5093,5826
265,220,233,161,374,607,580,389,7577,7336,7542,7029,11020,11243,11603,9737
113,73,116,80,249,130,409,212,719,883,759,668,935,670,904,813
1401,696,662,1050,291,737,511,566,46726,33190,44165,26272,58286,46078,63992,56652
265,550,584,323,166,130,204,177,4080,2684,3092,3050,4382,3423,3592,3471
416,183,233,202,791,693,546,495,2104,1746,1579,1643,2519,3320,2384,2516
4660,3521,2260,3395,2747,2471,2900,3080,7689,5652,4170,5432,4207,3751,4456,4284
1022,733,1052,808,1290,1344,1979,1699,6393,5025,5287,4783,6976,5720,6385,6389
681,330,311,444,1332,650,1092,1026,2426,2201,2064,2442,4411,2623,3445,3628
227,256,467,161,124,130,102,141,75772,51357,66805,40418,62449,43368,51193,70816
2652,2164,3351,4648,4995,6071,5972,2549,10523,7785,10845,9025,9570,8981,9648,5847
909,880,1013,889,915,1084,716,1239,5942,5572,4626,4631,3649,4186,3656,4803
151,330,194,282,624,563,784,566,1968,1834,1929,1937,3304,3064,2973,2861
265,256,155,323,791,477,580,424,454,733,468,666,1164,715,920,797
303,366,233,282,83,216,307,177,5942,5822,7085,4352,6938,6195,8532,6809
189,330,272,282,208,433,477,354,889,1358,1653,1898,874,1777,1587,1255
492,476,740,363,666,477,614,424,61565,68127,61701,60628,41633,43368,47255,35408
416,586,194,525,999,1561,1092,885,8014,7722,6494,10302,13322,16434,13651,11647
303,513,623,363,832,607,887,531,3483,2985,3996,3219,4205,2877,4822,3087
568,366,194,404,791,346,716,354,13216,11833,10824,12248,41633,24781,37721,27236
2386,1100,1363,2101,3247,3642,3651,3611,9547,8665,8856,8721,11639,12561,14320,11393
113,146,77,121,249,216,204,247,585,900,506,1177,1248,930,784,1290
1742,2090,1831,2829,5287,7242,5119,6727,2727,3097,2939,3576,6701,7889,6691,8254
151,183,77,121,374,390,307,672,1156,1637,1129,1393,2270,2551,2670,3800
189,513,311,646,874,1301,750,495,11143,13880,10750,13759,11814,14297,12514,12090
416,807,428,485,957,693,750,956,1555,1982,1268,1816,1978,1993,1551,1859
568,403,389,202,582,346,443,424,11143,8585,11808,9186,25341,16521,26098,24993
303,256,311,242,166,346,307,141,10103,11164,10391,14265,13877,18260,18068,17704
719,696,857,687,749,737,1399,1310,8274,8712,11744,9412,6631,8191,9027,7318
151,366,389,363,124,346,204,141,2658,2565,3976,1855,6244,5178,6605,5058
340,586,545,889,541,737,887,956,2384,3452,2302,3381,2164,2559,2557,2426
1250,1320,1208,1172,2081,2992,2457,1912,8804,9433,7457,5503,9548,8598,10730,7933
303,403,389,323,291,346,341,141,9777,9607,12989,6598,18214,11191,14220,14163
871,550,701,727,1124,954,1228,1912,1685,1503,1654,1616,2225,1603,2404,3402
454,366,545,525,957,303,853,885,2331,1940,2549,2526,2875,1541,2437,2263
265,366,116,202,457,390,307,460,9822,9171,8350,6519,11742,6505,7491,8852
530,586,818,606,624,997,887,956,3315,3057,3099,3093,2623,2256,2987,2390
303,110,272,363,416,477,716,389,5612,5502,6199,6062,6213,5360,7706,6491
265,183,116,282,374,520,238,672,15600,12228,16701,15718,13382,13344,14053,15289
2348,2017,1831,1778,2456,2688,2320,2655,3222,2954,2689,2706,3994,4572,4093,3928
7804,7556,7638,5739,9076,6765,9419,7754,8446,8286,7906,6327,9493,6896,9781,8035
5948,6566,6975,7558,8951,12013,13481,15154,14128,13882,15925,14287,17482,20747,24333,22286
909,660,935,970,1582,1084,2320,2124,4735,3268,5138,4292,6015,5138,7344,6211
1780,770,1480,1050,749,954,1228,601,6546,4097,5288,3562,5592,4867,5878,3307
265,183,311,242,582,433,648,247,1119,1319,1267,1212,1517,1191,1400,1131
227,256,194,202,582,693,307,495,6314,4668,4871,3368,7195,6938,6022,5697
2879,3595,3039,5658,7493,12143,10716,11011,8493,8380,8084,10966,16081,21155,19808,19051
378,586,623,767,333,867,648,283,1745,2016,2203,2121,2947,3614,3102,2750
6554,3815,4481,4971,8867,6028,8088,6444,11015,7817,8103,8440,14165,9980,12697,9272
492,917,467,444,541,260,443,708,1250,1852,1404,1211,2332,2032,2287,1913
189,330,233,161,374,520,546,247,3006,2559,2361,2607,2620,1758,2716,1770
378,403,350,242,624,260,546,495,6765,6508,7306,4490,5292,4646,6205,4348
492,476,311,525,874,910,341,495,3731,4111,4653,5254,12670,12143,12640,8696
303,476,467,646,582,997,887,708,2832,2838,2783,3036,2973,3358,3157,3147
5607,5649,7131,4567,4204,4336,6552,5346,14992,15024,17267,14228,14600,17558,18510,18892
340,256,272,687,416,867,443,1168,1042,787,622,1413,957,1387,818,1770
1591,1870,1441,1212,1748,1821,2116,1876,6468,9216,5676,5666,7022,6796,6335,6034
644,807,1052,1010,1498,2818,2866,1097,6572,4559,6415,4374,6092,6010,6205,4611
227,146,350,161,582,780,716,354,4133,2717,2851,2413,4981,4565,5308,3340
151,586,428,565,1790,1431,1433,2407,644,1210,1071,970,2978,2385,2286,3540
227,293,389,363,791,563,614,389,2952,2849,3168,2561,3469,3458,3102,3042
10456,7740,6624,7639,10033,10711,13207,14446,12877,10375,9025,10595,12847,12921,16166,16817
416,330,155,202,166,86,307,106,3858,3085,2834,3425,4061,4336,5119,3662
340,256,155,80,499,693,614,956,21311,19752,22268,16167,35685,27755,36136,38240
265,256,584,929,624,2168,716,1133,435,440,857,1050,770,2254,785,1309
378,440,506,282,457,737,750,708,795,1192,1130,889,1019,1388,1125,1240
833,366,584,970,582,563,1092,1310,5209,7336,5904,8981,3938,3758,5460,6359
113,146,155,282,416,390,341,743,1833,1930,1751,1616,2602,2065,2306,3364
265,256,155,161,249,346,511,424,44200,42798,38969,40418,49959,38549,51193,47210
113,73,233,80,291,346,307,212,874,1222,954,951,1414,1451,1243,742
530,513,194,202,291,173,238,141,2979,3131,2292,2846,4285,3771,4507,3218
227,440,155,485,666,130,204,495,2738,2316,2078,2462,1249,739,715,1009
303,733,701,1212,124,477,511,424,1023,2164,2106,2846,1665,1538,2265,2072
909,696,662,1050,624,607,750,991,1894,1559,1324,1494,936,867,1142,1363
2235,2421,1636,1940,3913,4336,3856,4638,3184,3156,2220,2586,5102,5482,5034,5827
227,366,194,80,333,303,273,389,967,1082,721,850,979,803,700,1044
985,550,311,727,124,433,409,424,4457,3275,2783,2684,4625,3336,3900,4721
113,256,155,363,83,303,136,283,549,1211,1053,1352,1081,1668,1606,2113
416,513,779,404,832,607,784,601,1384,1758,2008,1536,1562,1343,1942,1734
909,843,467,929,1831,1734,2150,2230,2313,2238,2125,2284,4163,3942,4352,4391
2311,1724,1519,2223,2456,3035,3549,3222,11613,9370,8887,7613,9864,10577,10854,8876
1439,2531,1130,1576,2706,2081,2047,3151,8468,9735,7534,8125,10448,8131,8392,9696
113,220,116,121,208,130,136,70,3666,4152,4871,4330,1794,1913,1664,1686
113,110,77,80,249,346,170,247,1196,1170,1199,1525,1746,1148,1483,1347
2197,2714,3624,1859,3622,3729,4948,3009,7065,6752,9245,6036,7823,8107,10805,8047
151,293,350,161,374,1214,1023,708,4095,4020,3731,4369,5132,5494,5656,5576
454,550,428,687,791,867,1228,885,4329,5095,4244,4805,5816,5595,7727,6809
1022,550,779,565,1290,1301,819,920,4546,3930,3608,3009,4944,4470,3343,4184
909,953,623,929,1582,1691,1945,1380,3970,3506,3444,3534,5670,5033,6594,4862
378,513,389,363,832,650,716,920,1722,2054,1658,2139,4550,4251,4343,5058
12616,10931,13990,15561,23689,25066,29248,22554,14860,12785,16575,18328,27229,28260,32643,26535
416,1210,311,970,208,910,341,177,1270,2440,1640,1879,2238,3076,2774,2082
416,256,272,323,124,173,204,141,5483,4141,3953,3476,3469,2628,3592,3078
378,256,272,282,832,1214,716,637,4857,4279,4785,4963,7639,7019,8431,6780
1288,2237,1441,2101,3497,3426,2730,3222,11201,8915,10083,7961,11173,10706,11144,10006
189,440,350,242,582,823,614,318,1271,1283,1188,888,1394,1691,1399,1062
985,1393,1324,1697,1623,1561,2627,1982,6936,6307,7658,7932,7448,6788,10265,7482
227,256,116,80,249,303,341,177,9092,6584,6494,5389,6573,6899,7261,5532
757,513,857,727,374,823,819,814,5966,5836,7085,5867,7347,8956,9307,8852
265,146,116,161,208,650,375,814,3683,2717,2487,2887,3252,3895,3508,4176
1629,2311,1831,1899,582,2341,1194,778,5522,5941,6381,4986,4483,7118,5688,4899
719,476,623,646,499,260,307,354,14396,13247,14845,9798,13502,11827,13354,10116
795,660,701,1374,1373,3079,1774,2230,1098,1504,1109,1677,1561,3491,2133,2621
151,293,155,121,166,563,716,637,2047,1686,1640,1894,1699,1734,2714,2213
833,807,935,687,541,867,853,1239,10042,9607,9844,7388,14627,13344,17412,14082
2235,1760,2143,2020,1373,867,2116,1274,3316,2768,3626,2687,2352,2080,3586,2409
8448,7336,8417,7639,7452,7676,10887,8179,20309,16712,20630,15590,27601,20579,27218,22286
1250,1467,1363,1455,1498,1734,2354,2903,4112,4673,4785,3859,4500,3511,5857,6230
303,330,311,444,208,303,477,283,30309,23582,28341,22230,52041,43368,47780,35408
265,220,194,202,582,130,477,212,567,366,370,283,624,216,512,265
3826,3374,2455,4486,5245,4553,5528,6019,8878,8191,6529,9405,11354,9427,11615,11688
1553,1650,1130,1738,1623,2645,2764,1203,3444,3079,2920,2807,2517,3901,4113,2123
871,770,1130,646,2414,2645,2013,1593,4335,3616,3817,3572,7814,6680,6253,6297
1970,2457,2143,2061,2831,2558,4300,4142,8347,10972,10663,12883,11324,11271,16105,14434
2765,2164,2104,2384,3705,2645,3754,4319,3692,2567,2787,2646,4268,2884,4094,4605
9509,7556,6507,8851,7493,6852,8600,9135,16920,14312,13614,15639,17716,16551,20141,17203
606,770,740,727,1248,2862,2730,2407,2027,1834,2419,2302,3807,4926,4964,4749
265,330,467,444,666,607,989,637,1532,1701,1848,1355,2141,1780,2133,1985
75,183,116,202,624,433,546,283,3788,3527,3542,3962,6938,6285,9101,5665
454,256,467,323,582,693,477,424,5051,2422,3682,3021,3885,2668,2437,3399
340,256,272,323,499,346,511,424,4802,8559,6199,11150,5877,6802,6648,4883
530,330,350,606,791,1084,1194,814,5149,3884,6876,4593,7191,6303,6985,5858
151,256,116,242,333,607,443,212,2971,2355,2851,2474,2622,2710,2083,2309
871,807,857,767,1124,1561,1740,1487,4923,3651,3969,4314,5947,4940,5981,4957
378,586,506,606,1124,910,1228,1203,6532,6178,6665,4736,9213,8059,8903,7920
530,696,701,525,1248,954,887,1274,7470,7040,7881,7100,9834,10043,9054,8852
757,843,1052,808,1665,2125,2081,2018,1762,2052,1810,1920,3016,3663,3481,3808
492,330,155,404,208,346,170,354,2914,2276,2259,2768,3717,4180,4490,3505
151,73,77,80,166,216,136,212,11657,10481,9742,11548,13877,10842,11376,15174
189,183,116,80,541,260,170,177,1661,1410,1343,1684,2209,1193,1145,1594
1439,1283,1402,1535,3746,3426,4743,3647,3880,3647,3974,3555,8858,7415,9883,9163
227,220,233,323,582,303,853,389,851,679,798,626,1040,803,1074,566
1780,1870,1285,1576,1290,2949,1842,1734,12903,12727,11482,12219,8066,10134,9908,9585
113,73,350,242,208,260,477,212,3157,2934,3985,2664,2478,1794,3250,2260
113,146,155,363,208,390,375,495,1369,1686,1513,2508,1734,2584,2234,2284
340,403,389,404,416,216,307,212,4108,4692,4932,4755,4677,4928,6143,4426
113,110,77,121,124,173,102,70,3071,3439,2514,2526,2153,2065,2178,1445
606,293,662,323,416,303,307,354,2331,2038,2905,1879,977,1190,1195,1079
454,550,701,282,416,910,887,778,2554,2684,2761,1924,2325,2254,2437,2088
416,660,350,727,749,1170,921,1310,5708,4315,4384,4436,5132,5471,5147,4943
644,696,1208,687,1582,954,819,814,4667,4224,5075,3674,5418,3383,3863,3651
113,183,506,323,707,520,989,318,3551,3275,3311,3592,3846,3043,4340,3124
416,146,116,161,208,173,273,283,3931,3965,3340,4041,2338,2224,1728,1696
340,293,194,202,374,477,614,672,2066,2190,1739,2083,3046,2168,2953,2950
2235,1907,1402,2627,3122,3773,3924,4850,15741,13528,13111,12392,17251,17150,19334,19403
17389,16471,15042,15399,11657,18474,16313,10409,29474,28204,26251,26922,27428,31635,31615,22581
340,440,350,525,707,1040,477,424,2066,2651,2277,2345,2660,2973,2222,1967
303,366,389,242,333,346,273,460,870,549,720,565,520,455,409,726
606,476,857,323,624,867,648,460,5665,5183,6037,4490,3927,4015,4411,3712
227,220,194,282,333,346,375,141,2296,2057,2405,1873,1601,1845,1722,1348
530,770,272,363,457,433,716,389,1230,1393,622,565,790,672,904,566
75,183,77,242,208,216,477,424,1222,1085,974,1434,1101,1426,1999,1485
757,440,506,323,749,563,955,743,10824,9569,8586,8739,9486,9891,10737,9179
1288,1467,1831,1859,1706,1474,1774,1062,6163,4957,6518,4469,8167,6955,8785,6765
265,880,350,646,333,130,307,141,5200,3778,4175,4172,6284,5913,8083,5901
303,256,584,444,208,216,102,141,12123,9510,10438,9459,8673,8340,9307,9442
2538,1724,2338,2344,3330,4119,3412,4284,25901,26525,25694,25761,30556,34915,37096,31502
606,586,779,767,166,390,682,495,1383,1561,1462,1333,603,1279,1569,1347
113,293,155,404,333,260,170,106,2273,2466,2135,2420,5742,6505,5018,4085
303,293,116,242,457,997,648,885,3294,3373,2997,4490,6273,6739,5895,5823
227,403,311,242,541,607,477,247,8118,7472,6235,8362,5306,4464,7963,4589
492,293,233,363,666,303,648,531,1269,917,1012,1173,1686,845,1450,938
795,586,740,929,874,1257,1126,1097,5166,4850,5876,5668,5828,5468,6510,5460
303,586,779,687,2955,1344,2457,1982,1078,1027,1072,888,3269,1625,2850,2441
